268,jessicuhreyes, Itong question re: Spratlys ang first sensible thing na lumabas sa bibig ni Duterte tonight #PiliPinasDebates,,,,,,,,,
269,rainedeer88, Duterte throws shade at Roxas, same with Poe and Binay. Waha," outnumbered ang """"TUWID NA DAAN"""" #PilipinasDebates #PilipinasDebates2",,,,,,,
270,dheyjun, Whooooooo.Ang saya manuod! #PilipinasDebates,,,,,,,,,
271,USA_TINIG,"#PilipinasDebates Binay: Wala akong maitatanong kay Mayor Duterte dahil pareho kaming qualified
chntlflrs, ANO TO JOKE? Kanina nag aaway kayo, ngayon okay lang? Ano talaga mga bes? #PiliPinasDebates2016 #PiliPinasDebates #PiliPinas2016
jerometarriela, Takot si Binay!!!!! Hahahahaha #PilipinasDebates #PilipinasDebates2016
ratedFrost, Nag VP nlng unta si Grace Poe ni Duterte. :)#pilipinasdebates#du30
Hoang_Nguyen153, #FactCheck #PiliPinasDebates https://t.co/MJtoW20uDB
uannymae, True. This debate was 10% issues, platform and reform, 90% throwing shade and deflection. *facepalm* #PiliPinasDebates
cheddaars, Kapag talaga si Binay ang nanalo, ibig sabihin luto ang eleksyon. Sunog ang nanalo eh #PilipinasDebates 2016
NateJanF, Switching from #KMJSPilipinasDaBest and #PilipinasDebates
reneeerivera, ﾓ@erwanheussaff: This dude has the toughest job #PiliPinasDebates 2016 https://t.co/0b4PXmzfRLﾔ lol
calupecamille, Basta hindi and never si Binay #PiliPinasDebates <ed><U+00A0><U+00BD><ed><U+00B9><U+0085>
dianafwance, Papa: ""Pasalamat sila medyo hirap pa mag Tagalog si Duterte, kundi mas kawawa sila dyan."" HAHAHAHA DIGONG is <U+2764><U+FE0F> #PiliPinasDebates
kallandian, Naaaawa ako sa nagsasign language pati kay Luchi Cruz. Isang binabalewala at todo effort. #PilipinasDebates
takeshi_me, ang DEBATE bah! whahah samuka uis ^_^ digong jud haha#PiliPinasDebates#DU30
jondrewfriend, I've honestly stopped listening to the candidates' real answers because it gets lost in all the fighting and accusations #PiliPinasDebates
vivrexamour, Mar, tulungan mo na lang mamigay nang tsinelas ang asawa mo, you don't have a place in the palace.... #PiliPinasDebates
rejoson9, Pag oras mo bawal magsalita yung iba, pag oras nila eepal ka. Ayusin ko Mar!!! #Pilipinasdebates
marjunity16, 2nd round #PilipinasDebates #Duterte <ed><U+00AE><U+00BA><ed><U+00BE><U+0096><ed><U+00AE><U+00BA><ed><U+00BD><U+009E>
WellaTweets, Good luck on the coverage, media friends! So good to see my Alma Mater in d background #ProudIska #PiliPinasDebates https://t.co/WCiMyovj98
applepiexx_, tinanggal nyo kasi yung notes ni binay eh tahimik na tuloy sya HAHAHAHAHAHAHA #PiliPinasDebates
rapplerdotcom, Duterte to Roxas: Mar, you are a pretentious leader #PHVote #PiliPinasDebates https://t.co/Ix0E86uTqE https://t.co/wIs4Jh86LT
Denmeng, Yung realtalk sina Duterte at Mar ngayon, mamaya backfight naman hahaha !! Go push !!#PiliPinasDebates
rain_daxz08, Di ako convince sa mga paliwanag nina Mar &amp; BinayGo Duterte! :) #pilipinasdebates
Grldmndz, Yung translator nalang Presidente natin #PiliPinasDebates #PiliPinas2016 https://t.co/H5DVa7eqlY
Sir_JayZ, Eto na naman yung mga TWEET ng TWEEET, Post ng Post. Hindi naman BOTANTE! Feeling Political Experts! Haha! #PiliPinasDebates #BilangPilipino
aevafonda, Ang saya lang ng debate nato hahaha.  #PilipinasDebates
MeMikeButtowski, #PiliPinasDebates late but worth the wait. #PHVoteDuterte
rain_daxz08, Go Duterte! :) #pilipinasdebates
xxpomssiah, ang gulo ng debate. hilig sumawsaw buset #PiliPinasDebates
Francis_Baldove, GO POERTE TANDEM!!#PILIpinasDebates#Round2#Duterte#Poe
Joogieman, @ABSCBNNews its safe 2 say that Amy Perez would be the perfect moderator if this was the kind of debate we're going 2 hve? #pilipinasdebates
joemardeocampo, wala ko pake sa pilipinasdebates pero nganu magtweet man ko parte ato? hahah unsa man jud joem?
mitzencarnacion, Binay: Kung ako ang magiging pangulo, itatalaga ko ang may alam. (Kasi wala po akong alam kaya ipapasa ko nalang sa iba) #PiliPinasDebates
leomarnd, Guys, there is no inconsistency between supporting death penalty and opposing divorce. They're stupid conservative stances #PiliPinasDebates
ShaaanSoBooored, stuck between livestreams of mineski and pilipinasdebates
kath_canoy, @iamjnapoles_  indeed  ,go mayor! #PilipinasDebates
itsmethetyrant, PilipinasDebates <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
biaBUENCONSEJO, Your awareness and scrutinization is enough to gauge whether a candidate is capable of running this country. Participate. #PiliPinasDebates
karla_letada, #PilipinasDebates
cammyleon_, Ang demanding ni Roxas sa time, di siguro siya binibigyan non ni Korina. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PiliPinasDebates #PiliPinas2016
Mayganiquem, hindi pa masyado tinaas ni Grace kamay niya tapos pagkatas ni Du30 saka pa tinudo ni Poe.#PHVoteDuterte#PilipinasDebates
Kuhlairexo, <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F> ﾓ@erwanheussaff: This dude has the toughest job #PiliPinasDebates 2016 https://t.co/haimClkwWfﾔ
Francis_Baldove, DUTERTE + POE = POERTE#PILIpinasDebates#Round2
GeBuaquina, Ibabalik ni Sen.Poe and Mayor.Duterte ang Death Penalty. #PiliPinasDebates
aKusiChristian, Naay points nga pointless#PiliPinasDebates
puchaiinamo, Death Penalty? Lol ayusin niyo muna ang sistema at proseso sa pagresulba ng mga kaso bago isulong ang death penalty #PiliPinasDebates
Francis_Baldove, Since wala ang tandem na DURIAM,Mu trend napud ang tandem na POERTE for GRACE POE AND RUDY DUTERTE..#PILIpinasDebates#Round2#POERTE
arriesjeanluvss, #PilipinasDebates
abylovinu, Need na ng bansa natin ang death penalty, daming krimen na. Hindi na sila takot gumawa ng masama.. #PiliPinasDebates #PHVoteDuterte
sasakichandesu, PiliPinasDebates in CDO: DuRiamPiliPinasDebates in Cebu: Digong and GraceLANGHIYA KA MAYOR HAHAHAHAHHA #PiliPinasDebates2016
USA_TINIG,#PilipinasDebates #UpdatesPoe and Duterte is favor of bringing back death penalty.",,,,,,,,,
272,akosiicko, No. Ipasok si Tyang Amy. Hahaha! #PilipinasDebates https://t.co/hhZKqL17zE,,,,,,,,,
273,KenjAthena, Mangohaay kayg oras Mar Roxas oy! Go duterte <ed><U+00AE><U+00BA><ed><U+00BE><U+009E><ed><U+00AE><U+00BA><ed><U+00BE><U+009F> #PilipinasDebates<U+270B><ed><U+00AE><U+00BA><ed><U+00BD><U+009E>,,,,,,,,,
274,_averyisaac, Most effective debate technique:Sumabat.Sabat lamg, Mar! #PiliPinasDebates,,,,,,,,
275,jakopelanio," """"@erwanheussaff: This dude has the toughest job #PiliPinasDebates 2016 https://t.co/tutxax427L"""" HAHAHAHAHA mataas sweldo neto",,,,,,,,,
276,ashleyxcolline, Gisa si Mar! #PiliPinasDebates #PHVoteDuterte,,,,,,,,,
277,christixn25_12, NW:PiliPinasDebates,,,,,,,,,
278,WeickAira, #PiliPinasDebatesDEATH PENALTY HAHAHAH GO DUTERTEPO WALANG PALIWANAG OK?????,,,,,,,,,
279,ZamoraJoed, GLHF#PilipinasDebates,,,,,,,,,
280,xxcella, Hindi ko na alam kung kaninong time ba yun eh <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PilipinasDebates,,,,,,,,,
281,marriyaaVH, publicly nasabe ni duterte,nakkapatay siya. omaygas ay MAR hawak mo mga pulis ayos ka din e no. PERSONALAN boom. #PilipinasDebates,,,,,,,,
282,USA_TINIG,"#PilipinasDebates Poe: Kung seryoso ang [Aquino] administration na tumulong sa kanila bakit ang budget na 4... https://t.co/tzi092KelF
WeickAira, #PiliPinasDebatesKKKKKKKKKKKKKKK IKAW NA MABAIT PO PERO WALA KAMING PAKE OK????????????
SePaul14, Roxas - Blue BloodDefensor - High BloodDuterte - Cold BloodPoe- Half BloodBinay - DInuguan # PiliPinasDebates
MRIbasco, Intense! #PiliPinasDebates #Round2
paulinaalano, <ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> #PiliPinasDebates #PiliPinasDebates2016
lenoi25, In all fairness, only Poe presented a clear move for national drug busting. Others were just all over the place.#PiliPinasDebates
patrickjbdizon, Sabay-sabay nagsasalita. Nagsisiraan. Maingay. Puro pangako. #PilipinasDebates
WeickAira, #PiliPinasDebatesGO DUTERTE!!!!!!!!!!!!!!!!
psychejacque19, #PilipinasDebates mudslinging lang sa...
NataliePascual, Tangina wala na ako naiintindihan pota kayo. Sapawan ng sapawan. #PiliPinasDebates
WeickAira, #PiliPinasDebatesMALAMAN DAPAT ROXAS MYGADDD KUNG MAKA SINGIT KA NMAN????
Vaiinysairah, Wa gyud niy batasan si Mar! #PiliPinasDebates
ojyrms, Matakaw sa oras si Mar.Oras nya ayaw pasingit, oras ng iba sumisingit.LOL#PilipinasDebates
erwanheussaff, This dude has the toughest job #PiliPinasDebates 2016 https://t.co/9DurtO6sbp
CliekertOrbuda, Gigisa ug taman si Mar kay maru kaayo <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PilipinasDebates
kierfranzT, Go go go go go Digong!!! <ed><U+00AE><U+00B8><ed><U+00BC><U+00B0>  Nag unsa man ang mga Criminal sa bilibid Mr.Mar Roxas? <ed><U+00AE><U+00B8><ed><U+00BC><U+00B3> #PilipinasDebates ﾗ watching... https://t.co/hAbsbUGWYB
WeickAira, #PiliPinasDebatesDILG KALANG ROXAS OK?????
kathlyndev, Poe to Roxas: ""Siguro hindi na lang salita, gawa na lang ang importante"" #pilipinasdebates #bilangpilipino
eninaj_v, And the debate/mocking/sarcasm goes on. #PiliPinasDebates
thristianpark, Yung away nyo na parang #PiliPinasDebates Ang topic mabagal ka magreply tapos mapupunta sa coconut farms <ed><U+00A0><U+00BD><ed><U+00B2><U+0094>
Mardrin24, First time ko manood ng Fliptop!#PiliPinasDebates
WeickAira, #PiliPinasDebatesGAWA ANG IMPORTANTE ROXAS ....... DI PURO SALITA
xxcella, Pero sayang wala si Sen. Miriam #PilipinasDebates
WeickAira, #PiliPinasDebatesMYGADDD ROXAS MANAHIMIK  KA
maikeru_maikeru, @TV5manila I love the format of your debate...bakbakan kung bakbakan #loveit #pilipinasdebates #comelec
Francis_Baldove, Ano ang ginagawa sa Muntinlupa?ayon nagluluto ng SEBO-Dutertehahaha#PILIpinasDebates#Round2
WeickAira, #PiliPinasDebatesTAMBAKAN NAYAN C ROXAS ABUSO NA NGA SA ORAS SA BANSA PA KAYA???
derfsolano, Ang intense nang labanan <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4> #PilipinasDebates
xxcella, #PilipinasDebates ""Hindi mo lang alam kasi wala ka talagang alam."" - Mayor Duterte to Sec. Roxas <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> on fire ang debate!!! Intense.
jerometarriela, Ang bobo makipag argument ni Binay. Nakakadisappoint #PilipinasDebates #PilipinasDebates2016
WeickAira, #PiliPinasDebatesSERYOSO ROXAS IKAW NANAMAN NKADAMI KANA AHHH??!!!
channiesbutt, #PiliPinasDebates more like #Officialtrashtalkofthecountry <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>
USA_TINIG,#PilipinasDebates Binay: [to Poe] Ang pangako mo", matutupad ba?,,,,,,,,
283,MclyndD,"Wala kang kakampi Roxas! HAHAHA! #Du30 #PilipinasDebates
WeickAira, #PiliPinasDebatesANAK NG!!!! WALANG PERA NAIBULSA NYO NA KASI TAPOS!!!!!
roseasanagustin, Wala na ung pera kasi nakay binay na. Alam na alam na wala na eh. Hayup! #PiliPinas2016 #PiliPinasDebates
WeickAira, #PiliPinasDebatesBINAY MAG SALITA KA NG MAAYOS???? PWEDE
greys_ayris, Why am I not home yet <ed><U+00A0><U+00BD><ed><U+00B8><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+00A3> #PiliPinasDebates
lits010, Ang hilig mag-ad hominem ni Binay :D#PiliPinasDebates#BilangPilipino
WeickAira, #PiliPinasDebatesC PO AT BINAY NANAMAN ANG NAG FLIPTOP EDI WOW
mia_longid, They should have one sign language interpreter per candidate. Ha ha ha! Poor girl.#PiliPinasDebates#BilangPilipino
han_vasquez, R u redi 4 new ""criminal"" prexy?#pilipinasdebates#martialawagain?
WeickAira, #PiliPinasDebatesWAG MAG STAAMMEERRR BINAY??!!!
jin_yu_, Lutuan ng shabu hahaha. <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PilipinasDebates
cetELIESparibus, Dapat bawat candidate may interpreter (sign language). Kawawa naman si Ate. Hindi na yata niya alam kung sino iinterpret. #PiliPinasDebates
AtonTkg, @RenArroyo watch mo pilipinasdebates 2016!
khertkart, The moment you realized your country is screwed. #PilipinasDebates
marissumaylo, ganda ng pilipinasdebates promise#Pilipinasdebates2016
itsbubblyme, Ang tindi! Nagsasapawan na sila. Mr. Roxas kept on saying na ""time Ko to"" pero laging sumisingit sa time ng iba?! #PilipinasDebates
mikka_tiamzon, Walang galang si Roxas nagsasalita pa si Duterte eh hayyy nako bastos .... Hooouuuu lupet ni Duterte REALTALK .#PILIPINASDEBATES
WeickAira, #PiliPinasDebatesOVER TIME C ROXAS
martincabagyo, frim PiliPinasDebates to ""PiliPinasPersonalan""  #PiliPinasDebates2016
itsmecassey_db, Ampogi ni Binay in REVERSE PSYCHOLOGY  *insert sarcasm here*#PILIPinasDebates
NestyBernardo, Nakatutuwang panuorin ang #PILIPINASDEBATES. <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><U+270C>
emogeriz18, DU30 FOR THE WIN! <ed><U+00AE><U+00BA><ed><U+00BE><U+0096><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #PilipinasDebates
Francis_Baldove, Roxas give way naman pag ang iba nagbibigay ng argumento.pag ikaw ang sinapawan galit ka.. ano to?#PILIpinasDebates#Round2
iamshar0nrOse, Hahahaha! Ginagang-up ng ibang #Presidentiables si #Roxas. Napipikon na siya. Kalowkah! #PilipinasDebates #TuneInToTV5
emersiann, Tulog na si Binay. <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+00A4> #PiliPinasDebates<ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
dauntlesschood, This is the best debate so farr #PiliPinasDebates
titsersteph, Let's wait for several years Sen. Poe. My students want to become policemen. Dadami na sila. Kaso grade 1 pa lang po sila. #PiliPinasDebates
warren_supnet, kaya m yan @MARoxas we're her to support you!#PHVoteRoxas #PiliPinasDebates #SolusyonNiMar
clarkyadrian_, Sa tweets pa lang ang intense na ng #pilipinasdebates #byahemode
lancelibro, Ang irrelevant at bastos ni duterte pero sige cheer lang natin haha #PiliPinasDebates
0526_ryan, Para ng palengke debates... hahahahaahagSapawan.. booom#pilipinasdebates
jerometarriela, Master Chef Muntinlupa Edition! #duterte #PilipinasDebates #PilipinasDebates2016
xxguiaby, #PilipinasDebates !!!! Gravity!!!!
harveycatubig, Roxas can't handle stress. He's now pikon. #pilipinasdebates
kathlyndev, Duterte to Roxas: ""You are the apologist of this administration"" #pilipinasdebates #BilangPilipino
_prncssnntnglxx, yung tawa kami ng tawa kay DU30 <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PiliPinasDebates
WeickAira, #PiliPinasDebatesNAGLULUTO NG SHABU HAHAHAHAH ROXAS WALA KNG ALAM
MCMXCVIIIAJHM98,Poe's that person who roasts everyone with poise while using factual evidence and good sense. #PiliPinasDebates",,,,,,,,,
284,preceymary, Chada kaayo nahhhh#pilipinasdebates,,,,,,,,,
285,kutitap10, Getting interesting...#PILIPINASdebates,,,,,,,,,
286,ayyshako, maganda yung debate ngayon kesa nung nakaraan! painit ng painit eh.#PilipinasDebates,,,,,,,,,
287,WeickAira, #PiliPinasDebatesANG HOST KAWAWA,,,,,,,,,
288,edzaymund20, Hindi kayang linisin ang krimen sa Pilipinas sa loob lamang ng 6 na taon.#PiliPinasDebates#BilangPilipino,,,,,,,,,
289,Francis_Baldove, Pinapalabas mo Roxas  parang pinoprotektahan mo ang mga KRIMINAL#PILIpinasDebates#Round2,,,,,,,,,
290,WeickAira, #PiliPinasDebatesPAKI NAMIN KUNG CNO ANG PERPEKTO,,,,,,,,,
291,DJubzkie, OMYGOD! GRACE POE please TAMA NA!! PDEA is not handle by the DILG. #PHVoteRoxas #PiliPinasDebates #SolusyonNiMar,,,,,,,,,
292,eskeyel," Mar's fave song: """"Alone"""" #PiliPinasDebates",,,,,,,,,
293,itscarolaineang, Go DU30! Go Poe! Go Binay! Tiraha jud ninyo si Roxas hahaha #Pilipinasdebates,,,,,,,,,
294,nirafortuno, Yan yan yan. Suntukan na yam! #PiliPinasDebates,,,,,,,,,
295,WeickAira, #PiliPinasDebatesDILG KABA TALAGA WALA KANG NAGAWA AT LALONG WALA KANG ALAM ROXAS,,,,,,,,,
296,zharmenggoy, Gustung gusto ko kapag ginigisa nila si Binay. Para kong nanonood sa comedy bar. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B1><U+008F> #PilipinasDebates #Pilipinas,,,,,,,,,
297,hazellsmiles, okay! may numbers na naman? facts ba to? #PiliPinasDebates,,,,,,,,,
298,kylajmnz," #PilipinasDebates Quote of the day: """"Excuse me. Oras ko po ito.""""",,,,,,,,,
299,white_bite, Can they please get over the Wharton ish?! #utangnaloob #pilipinasdebates2016 #pilipinasdebates #bilangpilipino,,,,,,,,,
300,EmMijares, Parang mean tweets sa jimmy kimmel ang dating ng #PilipinasDebates HAHA.,,,,,,,,,
301,Kissmoeko," Pati ba naman oras ninanakaw mo? """"It's my TIME"""" #PilipinasDebates",,,,,,,,,
302,EddsiePH, Binubugbog na nila si Mar Roxas. <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PilipinasDebates,,,,,,,,,
303,teduj_13,"Debate ba ito ng Grade V? Sino ang kakasa? Batuhan ng batuhan! Sino ang tunay na malinis? #PilipinasDebates #BilangPilipino
regina_acqui, Haha. Everybody knows what Duterte is telling the truth about Mar! Push pa pag sisinungaling mo Mar! #PilipinasDebates @TV5manila
psdan24, Iba ang statistical data sa mga kathang isip. Ang galing ni Mar! #PHVoteRoxas #PiliPinasDebates #SolusyonNiMar:
BiwyOng, Ang kyut ng PilipinasDebates. Parang fliptop battle pero less mura. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
HeyitssmeApril, Grabe na to #PilipinasDebates
fnreyes_",PILIPINASDEBATES!!!,,,,,,,,
304,iamshewang, BEASTMODE si Roxas hahaha #PiliPinasDebates,,,,,,,,,
305,EllahTrixie, Di dapat pinipigilan ni Luchi! #PiliPinasDebates,,,,,,,,,
306,WeickAira, #PiliPinasDebatesKAILANGAN IBILANG ROXAS WALA KA PARING ALAM,,,,,,,,,
307,USA_TINIG,"#PilipinasDebates Binay: [to Roxas] Wala kang nalalaman sa local government
theboyinchucks, sapakan naaaaa! #PilipinasDebates
tbangs, #PilipinasDebates https://t.co/PGrXK1JvR7
WeickAira, #PiliPinasDebatesWALANG ALAM TAMBAKAN NAYAN!!!! BOOO ROXAS BOOOO
lancelibro, Duterte v Roxas, palakihan ng bayag. #PiliPinasDebates
jaiunkabogable, Ay shet, #PiliPinasDebate2016 pala. Kanina pa PiliPinasDebates ang tweets ko buset.
justBYG, This is gonna be exciting :) #PilipinasDebates
bitterWonderer, ahahahaha! tira pa moore!! lingawa ani tan awon ui! #PilipinasDebates ﾗ watching Philippines Presidential Debate
jycrgdr_, Bawal lage daw ang notes!! gahi jud nig nawong si binay hahahahah  #Pilipinasdebates #DU30
WeickAira, #PiliPinasDebatesPIKON NA C ROXAS WALANG ALAM SA LOCAL GOVERNMENT HAHAHAHAH
joreinablanco, I must say this is an awesome debate but the moderator has to keep the order and professionalism in the exchange of issues #PiliPinasDebates
DJubzkie, MAYOR DUTERTE. AD HOMINEM na yung argument mo. Please make argument clear. Gosh! #PHVoteRoxas #PiliPinasDebates #SolusyonNiMar
dleni, Kasi meeting ka lang ng meeting!! meeting 3x!!! At the height of disaster! #Pilipinasdebates
SalmazanChenee, #PilipinasDebates pag time niya time niya daw pag time ni duterte, poe, binay, nagsasalita pa din anu ba yan. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>
regina_acqui, Hagi! Diri pa tapos alayon! #PilipinasDebates
BebeKawiiRawr, @MARoxas Hindi pwede na basta-basta tayong pumapatay ng tao na walang proseso.Due process of law#PiliPinasDebates #SolusyonNiMar
jerichocarrillo, Pikon na weak pa. Mar-imar. Awww! :)#PiliPinas2016#PilipinasDebates#BilangPilipino
Rain23reyes, #huliKaBalbon1. ikaw nga naman Sec Mar ang me hawak ng DILG...#Duterte2016#PiliPinasDebates
nebunhaga, Duterte to Mar : You are a weak leader. hahahah. #PHVoteDuterte #PiliPinasDebates
chris07tine2, So Intense!#PilipinasDebates
zanraroco13, Luchi! Hayaan mo lang sila..haha! #PiliPinasDebates
WeickAira, #PiliPinasDebatesGAGO C DUTERTE BHA ANG WALANG GALANG HAYOP EH ROXAS????
derfsy, Kamusta ang pang aagaw ng oras Mar Roxas? Tapos pag oras mo ayaw mo pa singit? Anyare? #pilipinasdebates
rtcvjnfuria, ""Hindi mo lang alam kasi wala kang alam!"" -Duterte on Mar. Di na ni kabaws si Mar ani. Wa na gyud ni. SUMBAGAY NALANG MO! #PiliPinasDebates
xxpomssiah, Punyeta napunta yung kalechehan ni Binay kay Roxas #PiliPinasDebates
DJubzkie, Gosh! MAR is fighting. Speechless #PHVoteRoxas #PiliPinasDebates #SolusyonNiMar:
WeickAira, #PiliPinasDebatesYOU WERE NOT THERE ROXAS HAHAHAH
CharlesSanqui, Tangina ang tindi ng debate sa Cebu!! #pilipinasdebates
WeickAira, #PiliPinasDebatesPAKI NAMIN ROXAS .!!!!! WALA KANG ALAM
white_bite, ""Sino ang malalaking tao ang pinatay mo?"" &gt;&gt; BOOM! #whoisarchiepo #pilipinasdebates2016 #pilipinasdebates #bilangpilipino
USA_TINIG,#PilipinasDebates Roxas: [to Duterte] Yan ang Duterte justice", sarado ang isip at pinaniniwalan lang ang kanyang gusto,,,,,,,,
308,jerometarriela," Ano paboritong song ni Duterte? """"DI MO LANG ALAM."""" by Up Dharma Down. #PilipinasDebates #PilipinasDebates2016",,,,,,,,,
309,SumaSwit, We don't need an emotional leader we need a logical one. We need a solution not sympathy. #BilangPilipinas#PilipinasDebates#Duterte,,,,,,,,,
310,WeickAira, #PiliPinasDebatesOMYGADDD!!! ROXAS KNOW YOUR TIME LIMITS GADDD!!!!,,,,,,,,,
311,piyattos_, #PiliPinasDebates grabe hindi ko inasahan na magiging active ako sa debate<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,,,,,,,,,
312,_francisclark, Barda na si Mar oh! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Ganyan ba gusto niyo maging president? Yung mabilis madala ng temper? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> I pity all LP supporters #PiliPinasDebates,,,,,,,,,
313,WeickAira, #PiliPinasDebatesWALANG ALAM ROXAS HAHAHAHA!!!!,,,,,,,,,
314,IamMrGerzy, Kung hindi ka marunong pumatay ng tao at takot kang mamatay hindi ka pweding maging presidente! #PilipinasDebates,,,,,,,,,
315,sphinxinah, Grabeee! Sige lihis kayo sa issues #puropolitics #PilipinasDebates,,,,,,,,,
316,DJubzkie, Mayor Duterte is lacking some ideas of his argument. Nag A to Z na naman yung topic *sighs*#PHVoteRoxas #PiliPinasDebates #SolusyonNiMar,,,,,,,,,
317,Xyrimhar, Konting buhat pa ng bangko be. #PiliPinasDebates,,,,,,,,,
318,_averyisaac, Pretentious ka pala eh. Pretentious ka teh. #PiliPinasDebates,,,,,,,,,
319,WeickAira, #PiliPinasDebatesYou cannot be president takot kang mamatay ..\go DUTERTE,,,,,,,,,
320,kevzkiee, Baka nag seminar lang si Mar don (Warton). hahahahahahahaha! -Binay #PiliPinasDebates,,,,,,,,,
321,xxpomssiah, divert na naman. hays #PiliPinasDebates,,,,,,,,,
322,ayyshako, Kawawa naman si Roxas, pinagtulungan na! hahahaha.<ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PilipinasDebates,,,,,,,,
323,DEKSTERPAPOGS,"NAKAKALUNGKOT ISIPIN ANG MGA NAKAKAKITA AY NAGBUBULAGBULAGAN  ANGMGA NAKAKARINIG AY NAGBIBINGIBINGIHAN ~ POE #PiliPinasDebates #du30parin
WeickAira, #PiliPinasDebatesWala kaming pake kung nag graduate ka Roxas wala kaming pakialam kung oras mo!!!!!! ulol
galia_claire, Hahahahaha SUNTUKAN NA YAAAAAN ! #PiliPinasDebates
USA_TINIG,#PilipinasDebates Roxas: [to Duterte] There is drugs in Davao.",,,,,,,,,
324,petuniaEVA, Ang taas ng energy ng mga kandidato! hahahha... #PiliPinasDebates Round 2. #BilangPilipino,,,,,,,,,
325,WeickAira, #PiliPinasDebatesHindi mo problema Roxas ???? ewan !!! sensya na PIKON kana eh wag mag strong?!!!,,,,,,,,,
326,FramXD, Now they are arguing based on the premise of the Local Government Code. Who has control of the PNP? City Mayor or DILG Sec #PiliPinasDebates,,,,,,,,,
327,guscer, Ang problema sa posisyon ni #Duterte, he wants to take credit for police work pag maganda; pag pangit, DILG ang may sala. #PiliPinasDebates,,,,,,,
328,doop2x, #DUTERTE#pilipinasdebates,,,,,,,,,
329,your_Ninyababes, Panes si Mar kay Digong! Hahaha Its your duty as a DILG secretary. #PilipinasDebates,,,,,,,,,
330,USA_TINIG,"#PilipinasDebatesDuterte: This administration has allowed shabu inside the national penitentiary
WeickAira, #PiliPinasDebatesWow so c Duterte ang nagsinungaling ulol ano bha talaga silbi mo???
jerometarriela, Duterte : ""Mar, You are always a pretentious leader!"" Tangina BURN! #PilipinasDebates #PilipinasDebates2016
john_ian009, #WalaKangGinawa! #PiliPinasDebates
WeickAira, #PiliPinasDebatesright Roxas wala kang ginawa!!!!!go duterte!!!
WeickAira, #PiliPinasDebatesDrug infested???/ Roxas DILG ka po....c Duterte former mayor gets????
GildoreRex, Dear @tv5manila wag maging biased! F*ck your comments! We don't want to hear you. F*cking media! #pilipinasdebates
OnePBEd,Duterte asked about his platform on crime and Dvo's crime rate. #PiliPinasDebates2016 #PilipinasDebates",,,,,,,,,
331,jhedcarl, Una pa lang nakakabanas ka na Binay! Puro ka Makati, tandaan mo Vice President ka. #PilipinasDebates #TV5,,,,,,,,
