"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"143","10206493000830820","Peter John Gumarang","magandang hapon po mga kapwa ko isko't iska. Para sa mga nag-aaral po sa UPM, itatanong ko lang po sana kung offered po ba ang MATH 75 sa inyo ngayong summer, nagbabalak po sana akong mag cross reg gawa ng hindi offered yung equivalent niyan dito samin sa UPLB, maraming salamat po. tsaka kung kelan po start ng summer diyan. di ko pa po kasi maasikaso pumunta dun ngayon gawa ng finals pa lang po samin dito. salamat po ulit! :))","2013-04-04T09:34:16+0000","status",NA,"326350678368_10151447503443369",1,0,0
"181","1120485894641884","Anj Paguntalan","UPV.
noong monday pa ang april fools para kahapon lang talaga ako na troll ng bongga.

before our 2nd long exam sa bio1, sabi ni ma'am, ang makapasa exempted sa finals. eh paano pa ba namin malalaman kasi yung 2nd long exam namin last day of classes (last week pa to).
after taking the 2nd long, hindi na ako umasa na ma eexempt pa. hindi kasi ako nagstudy ng bongga kasi sabi ko, sa finals ko na lang babawiin. busy na kasi sa iba pang majors. GE lang naman ito eh.
so nag assume na ako na kukuha ako ng finals.

buong magdamag akong nagstudy kahapon. since nagiisa na lang ang exam ko, tinodohan ko na. mangantok-antok napags-study ang ginawa ko kahapon at parang wala akong gana. naisipan ko munang mag fb at nakita kong may grades na yung ibang schoolmates. wala lang naman. parang trip ko lang rin na buksan ung CRS nang biglang nakita ko ito: 
BIO1--------------------------------------2.25

O_O nagising ang natutulog kong katawang lupa. sino ba naman ang nagaaral pa lang para sa finals may grade na pala. 
hindi ko talaga alam kung na exempt ako sa 2nd long namin. ang alam ko lang pasado na ako at hindi na ako kukuha ng exam pa. 
:DDD HALLELUJAH! SUMMER NA!","2013-04-04T05:40:58+0000","status",NA,"326350678368_10151447333543369",49,2,0
"231","10154092924469749","Emerson Lozano","UPD. narinig ko kani-kanina lang.. parang ang usapan is kung bakit konti nlng estudyante ngayong week.

Sa labas ng boarding house, naguusap isa kong kaboarding housemate ska ung kapitbahay namen...

NV

Kapitbahay: Bakit kaya konti nalang estudyante ngayon?
Kabhousemate: Kasi exempted na sa finals -- or kahit magfinals bagsak na.

Kapitbahay and Kbousemate: HAHAHAHAHA!

- lol natawa talaga ako e kahit sapul din xD","2013-04-04T01:48:01+0000","status",NA,"326350678368_10151447134178369",104,3,0
"114","477586725763327","Angz Gante","Huwag kang sumablay na makakuha ng sablay!. no contest. best primary motto ever while studying in UP kahit sa anong paraan o anong trip na landas mong tatahakin.","2013-04-05T19:21:36+0000","status",NA,"326350678368_10151449513973369",14,0,0
"212","10208341396708229","Meg Forteza","pag exam ba, pwede magtanong sa prof kung ano ibig sabihin ng sobrang lalim na salita? or ung mejo unfamiliar english na di mo talaga sure ang meaning. haha","2013-04-05T14:42:44+0000","status",NA,"326350678368_10151449164418369",13,8,0
"36","10201360286526092","Alloyssius EG Gorospe","Kung sino man ponh nakaiwan ng brown envelope na 'to sa neto, vega, uplb, laman po ay mga reviewer sa hist 2. pakikuha na lang po kay ate sa counter :)","2013-04-05T12:17:36+0000","photo","https://www.facebook.com/photo.php?fbid=2991409521220&set=gm.10151449014783369&type=3","326350678368_10151449014783369",29,1,0
"43","10154022226408841","Ron Yu","Videoke party:

PERSON 1: ""Anong magandang Backstreet Boys [na kanta]?""
PERSON 2: ""Westlife.""

Pagbigyan na, sa UP (College of Music) naman nangyari. :)","2013-04-05T01:19:18+0000","status",NA,"326350678368_10151448453458369",391,7,0
"55","10209158167458442","Katrina Paraiso","jeep from UP going to SM North

May ate girl na masayang kumakain ng graham crackers sa tapat ko. Syempre nakakainggit dahil it's past 7 and gutom na rin ako.

kain kain lang hanggang sa maubos niya nang biglang.. she ""stealthily"" dropped the empty wrapper then tried to hide it under the seat. tinulak pa talaga ng paa nya pailalim ng upuan para walang makakita. 

ehh nakita ko. napa-evil look ako e.

please please.. tapon natin sa tamang basurahan yung kalat natin. kawawa naman si mother nature.","2013-04-05T13:27:11+0000","status",NA,"326350678368_10151449093053369",70,5,0
"93","1136636646355252","Charmaine Joy Mateo","Prof: Sir M**** B*******

me to classmate (for project poster): Anong middle initial ni sir?
classmate: ""O""
me: thanks

the next day during poster submission..

me: Sir magpapasa na po kami ng poster
Sir (kinikilatis ang poster ponting to his initials): Bakit ""M.O."" 'to?
me: Sir sabi ni **
Sir: At kelan pa ako naging molecular orbital?","2013-04-05T13:00:56+0000","status",NA,"326350678368_10151449071178369",66,3,0
"104","10208023559858570","Lucas Mangulabnan","Overheard sa LRT-2 Recto Station

Train Driver: ""Nagtatapos ang biyahe, pakiingatan ang mga gamit, at huwag mag-unahan palabas ng tern. God bless sa inyong lahat.""
Random (Student) Passenger: ""Thanks be to God"" 

*palakpakan ang kanyang mga kabarkada

MISA ang peg??! =)))))","2013-04-05T12:01:39+0000","status",NA,"326350678368_10151449002823369",317,4,0
"172","1085513731470739","Kevin Macaraeg","bilang nabasa ko yung pagkain ng isang UPLB student sa isang sikat na fastfood chain na malapit sa UPLB gate.. meron kaming similar experience, share ko lang po.. hihi.. :3

Ako ay nag-abot ng Php1,000.00 bill..

Cashier: Wala po ba kayong smaller bill?

Ako: Ay wala eh.. (eh kaso nakita ko sa pitaka ko na may bente pesos ako, humabol ako ng sagot) .. ay meron pala! ito oh.. (pinakita ang Php20.00 bill)

Cashier: ha ha.. (sarcastic na tawa, tapos ako ngumiti lang)

medyo bad boy.. :3

wahaha.. tama naman yung sagot ko diba? may smaller bill naman talaga ako.. :)","2013-04-05T04:09:25+0000","status",NA,"326350678368_10151448641348369",98,2,0
"37","10201300296426521","Cooch Balce","""Benjie Paras' son joins UP Maroons."" Mag ch-champion na kaya tayo? o_O","2013-04-06T06:50:38+0000","status",NA,"326350678368_10151450129173369",95,10,0
"82","10209399041312411","Maria Teresa Badon","I feel like walking I'm walking in the writer's shoes while reading this...","2013-04-06T10:56:14+0000","link","http://yellowstoplight.wordpress.com/2013/04/04/sunflower-stories-the-five-things-i-learned-in-up/","326350678368_10151450502103369",33,0,2
"121","970450336396019","Jams Cunanan","Salamat sa approval ng join request, Admin.

Napapangiti ako sa mga paskil at komento. Natatawa naman ako kapag nakakabasa ako ng mga asides na ""oo, matanda na ako"" dahil mas matanda naman siguro ang taong may 98 na student number. Kung tutuusin nga, dapat 89 yan e, kaya lang ibang landas muna ang aking tinahak. (no typo there, it really is 98 and 89.)

Napansin ko rin na karamihan ng active dito ay mas bata kesa sa mga active sa TUPDKK.

Nice one, creator and admins. :)","2013-04-06T05:02:13+0000","status",NA,"326350678368_10151450068138369",7,2,0
"38","10206075609155015","Jonna Crisolo Cabanilla","Please pray for our fellow Victor Joel Ayson, a UP mountaineer and a UP CBA graduate.","2013-04-07T18:15:14+0000","photo","https://www.facebook.com/photo.php?fbid=4716630159462&set=gm.10151452938398369&type=3","326350678368_10151452938398369",24,0,1
"94","481750495356217","Angelica Braidem Pelozo","UPD.

Nakuha ko 'to sa isang kaibigang paalis na ng Kalayaan Residence Hall. Medyo mahaba pero sulit naman, lalo na kung naging resident kayo ng Kalai, o katulad ng kaibigan kong paalis pa lang.

""Masakit isipin na walang permanente sa ating mundo. Lahat ay may katapusan. Lahat ay may hangganan. Ngunit sa likod ng mga ito ay ang mga masasaya at masasalimuot na pangyayaring minsang nagbigay kulay sa ating buhay, ang mga alaalang kailanma’y hindi malilimutan at ang mga karanasang babaunin natin sa pagharap sa mga hamon at pagsubok ng buhay.

Naaalala ko pa yung araw na pinasa ko yung application form ko sa Kalai. Nagtanong ako kung pede ba kong makakita ng isang room at kung pede ko rin bang masilip yung CR para lang maging medyo familiar na ko sa kung paano yung magiging buhay ko sa Kalai. Pumayag naman sila, nagpakita sila sakin ng isang room, pinakita din nila sakin yung CR. Nagulat ako, medyo malayo yung nakita ko sa ineexpect ko. Bago kasi yun ay napanuod ko na yung youtube video kung saan pinapakita yung facilities ng mga residence hall ng UP, kabilang na ang Kalai. Dun sa video eh sobrang ganda at linis rooms at CR, mukha pa ngang malaki yung rooms dun sa video eh, kaya natanong ko na lang sa sarili ko, “Magiging masaya kaya ako dito?” Bago ako umalis ay may narining akong nag-uusap sa may lobby ng Kalai, sa pagkakaalala ko eh isang former Kalai resident at isang dorm applicant yung nag-uusap nun. Tinatanong nung dorm applicant kung masaya daw ba ang buhay sa Kalai, sagot nung former Kalai resident, “Oo naman. Sure ako dun. Mag-eenjoy ka dito.” Nagulat ako nung narinig ko yun, kung ako siguro yung dorm applicant eh, masasagot ko yun ng, “Ano? Sigurado ka diyan? Eh ang liit-liit kaya nung rooms tapos eh parang ang hirap pa maligo.” Buti na lang at hindi ako yung kausap niya, baka mapaaway pa ko.

Nagdaan ang mga araw, at nagulat na lang ako ng nalaman kong nakapasa ako sa Kalai. Ang baba lang kasi nung points ko eh. Ayun, kahit medyo nagdadalawang-isip pa ko eh wala naman akong magagawa, kailangan ko ng dorm para hindi ako mahirapan at mapagod sa biyahe. Dumating ang araw bago magsimula ang klase. Siyempre, ang una kong nakilala ay yung roommate ko. Medyo nahirapan akong mag-adjust noon. Kinabahan pa nga ako kasi baka yung roommate ko lang yung maging kaibigan at kakilala ko dun. Nagdaan pa ang maraming araw at marami na kong nakilala at naging kaibigan. Nun ko narealize na eto pala yun, eto pala yung sinasabi nung former Kalai resident dati. Maraming nangyari sa Kalai, mula sa mga ghost stories, meetings, assemblies at iba pa. Syempre, hindi mawawala dyan ang mga pinakahihintay na events tulad ng Acquaintance Party, Sports Fest, PasaFest, Yearender Party, Wacky Friday, Open House at ang Formal Dinner.

Para sa akin, yung formal dinner ang best event ng Kalai. Sobrang saya ko nung formal dinner. Kahit na hindi ko nakasayaw yung ibang gusto kong isayaw, ayos lang, nakasama at nakatawanan ko naman yung mga kaibigan ko. Nakasayaw ko din naman yung ibang gusto ko eh kaya ok pa rin. Pagtapos nun at nakabalik na sa room ang lahat, bigla akong nakaramdam ng lungkot. Pagkatapos ng kasiyahan ay saka ko lang narealize na maaaring yun na ang huli. Maaaring yun na ang huling beses na makikita ko ang mga dormmates ko, ang mga taong maaaring nagpangiti, nagpaiyak, o nagpagalit sa atin habang tayo ay nasa Kalai. Maaari din sila yung mga taong nagbigay inspirasyon o nagpatibok ng ating puso. Ngunit higit sa lahat, sila yung mga taong nakasama natin sa ating unang taon sa UP, sila yung nakasama nating humarap sa mga hamon, sila yung mga itinuring nating kapatid habang tayo’y nasa Kalai. 

Noon ko lang din narealize na malapit ng matapos ang academic year. Kakaunti na lang ang natitirang araw naming bilang freshies, sa madaling salita, malapit na naming iwan ang Kalai, malapit na naming iwan ang lugar na itnuring naming bilang ikalawang tahanan. Doon ako nagkamali, akala ko dati, hindi ako mag-eenjoy sa Kalai kasi maliit lang yung rooms tapos may kaunting problema yung CR, pero mali pala. Magiging masaya ang pagtira mo sa Kalai dahil sa mga taong naging kaagapay at kasama mo sa oras ng saya at pighati, sa oras ng tagumpay at pagkatalo. Kaya kahit masakit para sa akin na iwan ang Kalai, aalalahanin ko na lang ang mga masasayang alaalang binigay sa akin nito. Kaya sa tuwing dadaan ako sa Kalai, naglalakad man ako o nakasakay, buong puso ko itong pagmamasdan, habang may ngiti sa aking mga labi at inaalala ang mga bagay na nangyari dito.
SALAMAT SA LAHAT NG ALAALA KALAI. NAG-IWAN KA NG PERMANENTENG MARKA SA AKING PUSO’T ISIPAN NA KAILANMA’Y HINDI KO MALILIMUTAN AT HINDI MAAALIS NINUMAN.""","2013-04-07T14:32:52+0000","status",NA,"326350678368_10151452538433369",14,0,0
"132","1170385729639803","Oliver R. Gomez","Pasuyo naman sa mga mababait istupidyante ng UP oh, hehe. Pag napadaan kayo sa mga shops jan sa campus nyo na nagtitinda pa ng mga tapes/CDs ng progresibong musika, pakitingnan naman kung mayroon silang album ng Buklod na ""Sa Kandungan Ng Kalikasan"". Gusto ko kasi ang kantang ""Para Kay Andre"" sa album na yun eh. Maraming salamat!","2013-04-07T04:15:58+0000","status",NA,"326350678368_10151451905223369",5,19,0
"144","10207193545498698","Patotsky Woods","UPD. Krus Na Ligas.

Habang nagpapaihaw ng IUD, humahangos na lumapit ang nakababatang kapatid na babae ni Ateng nag-iihaw.

Batang Kapatid: (mga 6-8 y.o.)
ATE KAT, ATE KAT! Naglalakad papunta dito yung CRUSH mo!
May kasamang babae! HALA!

Ayun, mukhang nalungkot si Ateng nag-iihaw. Kulang pa yung sinukli sakin.","2013-04-07T11:11:15+0000","status",NA,"326350678368_10151452337263369",268,5,0
