,from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count
851,1261452190551030,Paolo Carreon,"You never know what you have until you lose it, and once you lose it, you can never get it back.

Hope that it will be a nice UP experience... I mean very nice. :)",2012-04-16T13:56:08+0000,status,NA,326350678368_10150714560358369,3,0,0
861,1146225752054380,Brylle Latorre,"knina lang sa PI 100 

Prof - siguro sa UP, ang gusto nating bayani ay si Bonifacio kasi nakikita natin ang imahe natin sa kana. . . . . 

Palaging GALIT, PALABAN, SUMISIGAW.",2012-04-16T07:20:06+0000,status,NA,326350678368_10150714066793369,19,5,0
871,10206056028269400,Joriel Marie Ramos Villaruel,"Dilimaners, help! san po ba yung lec PH 1100? Thank you. hehe",2012-04-09T02:26:39+0000,status,NA,326350678368_10150698308788369,2,18,0
891,1157732834239720,Adrian Salonga,"usapan namin ni simsimi:

ako: bkit parang allergic ka sa mga taga UP? takot ka ba sa mga taga UP?

simsimi: hindi kya. sila kayo takot sakin...

>.< waw ha",2012-04-16T03:29:14+0000,status,NA,326350678368_10150713797478369,3,0,0
901,1161977633821650,Clarissa Escasinas,"Kwento ni friend. Nangyari nung naglaro sila ng lawn tennis sa UPD. May 2 syang nakilalang maglalaro din.

Person 1: Hi I'm *insert name*. I'm from UP.
Friend: Hi I'm Mc. I'm from UP too.
Person 2: Really? I'm from MC too!!!

:DD",2012-04-11T04:30:40+0000,status,NA,326350678368_10150703137568369,48,10,0
911,10205677647809500,Christian Allen Taleon,"memorable song nitong college
NF:  Always be my baby (David Cook), Hate that I love you
OF: Bleeding Love
Sophomore: KOnayuki, Breathe Tonight
Junior: Bless the Broken Road
Senior: Jet Lag

Hayy parang kelan lang...
Ikaw anong memorable song mo?",2012-04-11T04:09:12+0000,status,NA,326350678368_10150703096488369,7,15,0
921,1278189305541810,Jonjon R. Salamanca,"Overheard:
nakatambay kami ng friend ko sa ______...
may narinig kami galing sa mga upperclass, (di ito ung exact, pero parang ganto nga)
sabi: nakakainis ung mga batch '11, nakikipag-agawan s pagprerog ng STAT1, di pa naman nila kailangan, tsk...(tapos mejo galit ung approach)
ako: ui, narinig mo yun?... o_O",2012-04-15T06:09:55+0000,status,NA,326350678368_10150711883488369,8,7,0
931,1158741200805570,Aljohn Gonzales,Reviving Manila. Soon.,2012-04-15T15:18:52+0000,video,http://www.youtube.com/watch?v=6DFiDOBv64k,326350678368_10150712621853369,3,1,0
941,10208745989346500,Adrian Baccay,"TATAK DEBATISTANG DILIMAN. 

Pagbati sa mga kasapi ng UP Diliman TEAM A sa pagwagi bilang kampeon sa kakatapos lamang na 2012 Philippine Inter-Collegiate Debating Championship. Pagpupugay rin sa UP Debate Society sa maayos na pagdaraos ng PIDC ngayong taon. 

Mabuhay ang mga Iskolar para sa Bayan!",2012-04-15T13:02:33+0000,photo,https://www.facebook.com/up.alyansa/photos/a.180553580704.240354.148444505704/10151502483575705/?type=3,326350678368_10150712368123369,3,0,0
951,10154114376384400,Kenn Erese,"habang nasa elbi square...

Kuya: eto na po yung order niyo.

(chinek ko yung kutsara at tinidor kung magkaparehas yung design)

Me: kuya, papalit naman po nito. yung parehas po.

(pagbalik ni kuya, ang binigay ay dalawang tinidor. haha)

Me: kuya niloloko niyo ba ako? (di ko alam kung magagalit ako or matatawa eh) XD",2012-04-08T17:22:00+0000,status,NA,326350678368_10150697353423369,301,10,0
96,10206071539130700,Ghing Ghing Parcon Elevado,"pwede po magtanong? 

paano po ang tamang paLipat ng sabLay? ^.^",2012-04-15T09:11:16+0000,status,NA,326350678368_10150712058388369,2,4,0
981,1305128236169850,Abegail Cervantes Landicho,"Hello! 

Baka po may kakilala kayo or kayo mismo ay gusto niyo mag Biology 102 (Comparative Anatomy) this summer. We are in need of 3 more people. Please. Super kailangan namin matake itong subject na ito. 

Please PM me, kung may alam po kayo. Salamat.",2012-04-12T12:44:46+0000,status,NA,326350678368_10150706061818369,0,1,0
991,1020068888049750,Yani Tuazon,"MCB 1 after exam. yung 2 lalakeng nasa likod ko habang palabas ng CEM FH.

boy 1: tol san ka na?
boy 2: uuwi para maligo. kagigising ko lang eh.

tamang bangon para magexam lang si kuya.",2012-04-14T16:00:42+0000,status,NA,326350678368_10150710640543369,69,0,0
1001,10204688004000500,Bea Soliman,NA,2012-04-14T15:15:52+0000,link,http://www.indracompany.com/en/tu-carrera-en-indra/videos/aeolus,326350678368_10150710559713369,1,1,0
1100,935550213149264,Jenniffer Torralba Paguio,"Sa UPM College of Nursing mayroong mga enrollment advisers at ako ang assigned sa mga irregulars (hindi naka-block, na-delay).

Me: Sino pa mag-e-enroll sa akin?
Student: (sobrang excited na nagpresinta habang winawagayway si Form5A) Ako mam!!!

Nagtinginan mga classmates nya...

Me: ikaw? Irreg ka ba?
Student: Ay, hibdi po...
Me: Gusto mo ba ma-delay?!? Para sa akin ka mag-enroll? Pwede natin gawan ng paraan yan...
Student: Ay mam, wag nlng po.",2012-06-05T01:42:15+0000,status,NA,326350678368_10150908833253369,152,9,0
212,10207889611710100,Alexandre Gerona,"This was also the time, where only the ""qualified"" persons run for office and not boxers or actors.",2012-06-06T14:09:25+0000,status,NA,326350678368_10150912345288369,11,8,0
312,1157732834239720,Adrian Salonga,"kanina sa isang mall sa Rizal, i overheard a group of girls sa food court.
they were talking about something when someone in their group shouted in excitement and surprise.

then i clearly heard this statement
.
.
.
.
""ay sh*t. napapa camouflage mo na naman ako nyan eh. magiging *IGUANA* na naman ako nyan"".

0_o sabaw? di ba chameleon yun ndi iguana??",2012-06-07T12:46:55+0000,status,NA,326350678368_10150914170003369,35,2,0
412,10205562814377800,Carlo Santos,"A public service announcement from the UP Diliman Network (UP DILNET) Helpdesk.

https://www.facebook.com/photo.php?fbid=308910125863691&set=a.184314421656596.48193.149987881755917",2012-06-07T07:19:55+0000,photo,https://www.facebook.com/updilnet/photos/a.184314421656596.48193.149987881755917/308910125863691/?type=3,326350678368_10150913788288369,1,0,0
512,10204482513301500,Annadel Sapugay,"Yung moment na nagtxt si prof! Tapos magrereply na ako nung napaisip ako kung may load pa ako ***time to check the balance***

May nagreply!

Inaasahan ko na globe ang nagreply,but NO,si prof nagtxt at ito ang sabi ""BAKIT MO NAMAN AKO GINAGAWANG BALANCE INQUIRY? :D""

Nagulantang bigla ang mundo ko at dali daling chineck ang sent items ko at ayun tnxt ko nga ng 'BAL' ang prof ko!

Haha,inatake na naman ako ng kasabawan..epic fail talaga..nagsend na lang ako ng smiley kay prof sabay sorry :D",2012-06-03T10:09:57+0000,status,NA,326350678368_10150904223418369,543,24,0
612,10209292949100300,John Oliver Battle Monghit,Ask lang. Wala na po bang jeep na UP-Pantranco ang ruta???,2012-06-06T14:31:17+0000,status,NA,326350678368_10150912378478369,0,82,0
712,10206109370476800,Elron Joyce M. Josue,Nice UPD at UPLB :),2012-06-04T15:42:42+0000,link,http://www.philstar.com/business/school-special-2012/article.aspx?publicationSubCategoryId=579&articleId=810128,326350678368_10150907657063369,114,21,3
1211,10153666113443400,Alonzo Gabriel,One FN1 (Food Trip) slot up for grabs! :D,2012-06-06T08:34:08+0000,status,NA,326350678368_10150911937533369,5,14,0
1311,10205677647809500,Christian Allen Taleon,"Boy: Form 5 ka ba?
Girl: Baket?

Boy: You're not easy to get...... T______T

BOOM!",2012-06-06T12:34:56+0000,status,NA,326350678368_10150912207968369,26,1,0
1411,1207109292651730,Dianne Grace Casil,I CANNOT FATHOM!! HAHAHAHAHAHAHAHA!!!,2012-06-06T09:43:00+0000,video,http://www.youtube.com/watch?v=IROYVgUFuQU,326350678368_10150912004698369,14,4,1
1511,1026687127389860,Philip Gaje,@.@,2012-06-06T06:59:54+0000,photo,https://www.facebook.com/photo.php?fbid=382313915160521&set=gm.10150911846628369&type=3,326350678368_10150911846628369,34,0,0
1611,1319939701355430,TJ Caraan Tenedero,"http://www.youtube.com/watch?v=rlE21yj4dYk
-bagong Hym ng mga taga uplb...",2012-06-05T11:29:51+0000,video,http://www.youtube.com/watch?v=rlE21yj4dYk,326350678368_10150909894143369,38,17,5
1711,1026687127389860,Philip Gaje,Pamasahe sa multicab..,2012-06-05T04:42:56+0000,photo,https://www.facebook.com/photo.php?fbid=381649465226966&set=gm.10150909246793369&type=3,326350678368_10150909246793369,33,3,0
1811,10154053886332900,Charlene Angela Sardoma,"Naalala ko nung grade 3 ako eh andami kong friends na sa ""UP"" nag-aaral. Nganga ako nun eh. Yun pala Upper Palengke ibig sabihin nun -___-",2012-06-05T13:06:56+0000,status,NA,326350678368_10150910054843369,30,4,0
1911,1098878430133850,Loise Oruga,"sa sobrang pagod ko, napasabi ako sa kapatid ko:

""tin, magpabagsak ka na lang sa upcat. ang hirap ng registration sa min eh. maging kaagaw pa kita. XDDD""",2012-06-05T12:27:01+0000,status,NA,326350678368_10150909989178369,84,3,0
202,1098878430133850,Loise Oruga,"if you have time to spare, please read my story po. any comments and suggestions would be greatly appreciated

http://www.wattpad.com/story/1458464-seven-confessions

salamat po.",2012-06-05T06:24:06+0000,link,http://www.wattpad.com/story/1458464,326350678368_10150909369653369,3,7,0
213,1190376920972460,Joke Magcalas,system one scenario.,2012-06-05T03:13:25+0000,photo,https://www.facebook.com/photo.php?fbid=456021821074646&set=gm.10150909019013369&type=3,326350678368_10150909019013369,116,13,0
222,10207621164159800,Jerome James Han,"with a young cousin, watching wowowee.

willie: hello, WINNIPEG, canada!.

pinsan: kuya.....yung winnipeg na ung alaga natn sa bahay?

ako: guinea pig yun tol.

 (di ko mtandaan, nasa canada nga ba yun? mtgal na story n ito e.hehe)",2012-06-01T23:49:45+0000,status,NA,326350678368_10150900774718369,66,4,0
232,10209113644741800,Anna Korina Cacho,status ko na toh pero gusto ko lang din ipost dito.... hahaha kahapon pa patawa ang systemone sakin! xD,2012-06-05T02:34:16+0000,photo,https://www.facebook.com/photo.php?fbid=4211965781000&set=gm.10150908934428369&type=3,326350678368_10150908934428369,27,5,0
242,1337168449632830,Allen Joie Navarro,Online Reg na ng UPLB in 7hours and 47 minutes! :) Happy Hunger Games! May the slots be ever in your favor! :),2012-06-03T17:23:43+0000,status,NA,326350678368_10150905133988369,18,1,0
252,10205562814377800,Carlo Santos,Interesting. I've heard UPD CRS was unavailable yesterday but did not see a single post about it here. Just saying.,2012-06-05T02:28:08+0000,status,NA,326350678368_10150908923428369,13,2,0
262,10208718366853900,Wchl C. Dstr,"Hi. Tanong lang. Kase diba sa June 25 pa ang release ng diploma sa UPLB, pwede na din ba akong magrequest ng English na diploma para if ever sabay na sila sa 25? Wala akong idea eh. Hehe. Salamaaat! :)",2012-06-05T00:47:28+0000,status,NA,326350678368_10150908738913369,0,6,0
272,875636112535564,<U+30D1><U+30B9><U+30AB><U+30B7><U+30E7> <U+30DE><U+30EB><U+30B9><U+30C8><U+30F3>,"Hello, may taga UP Pampanga po ba dito? Tanong ko lang kung kamusta ang acad life doon? Curious lang.",2012-06-04T15:13:17+0000,status,NA,326350678368_10150907592768369,0,0,0
282,10204542990013600,Ardee Capilar Manalo,"* On What Happened Earlier

We stayed in ICS starting yesterday afternoon. After waiting for the initial
slots and additional data from the OUR, we proceeded with processing them
and then patiently imported them to the servers so you could see them. The entire
ordeal finished at around 11PM. We made a few adjustments and fine-tuning and then went to 7/11 for a break. It was one of the most calm moments of our lives. We
were comforted by how SystemOne::Decaf performed - it exceeded our personal expectations. We continued monitoring SystemOne until around 7:45. We had our breakfast then headed back to face what is coming.

We turned on the services at 9AM. It went well for a few minutes, then it crawled, then it died. The first thing that came our minds, 'it's on our end, let's hurry up and fix it.' But to our dismay, we can't seem to find what's causing the problem. We brainstormed. We received a suggestion from Sir Dulds. Connecting our theories and hunches, we hypothesized that there must be something wrong with the servers. We then went to ITC to check the servers. With the help of Kat, my former classmate from undergrad and some ideas from the rest of the DevTeam, we dropped the server problem theory and came up with a new one. We noticed that the requests to the servers take the maximum of 30 hops. The supposed number of hops is just 2 if you're from inside the University. If a request reaches the maximum of 30 hops,
it eventually gives up. In short, if your request makes 30 hops and above to get to the server, you wont see a thing on your browsers.

We looked for the root cause of the problem to no avail. Then at around 5PM, without changing the codes of SystemOne::Decaf, it suddenly worked. For those who are 9Gag fans, you might ask:what kind of sorcery is this?! 8AM-5PM. 8AM-5PM. 8AM-5PM. Ring a bell? It's the office hours. Our standing explanation for what happended earlier is that a device in ITC (a PC, a router maybe) caused a loop that trapped all your requests keeping them from reaching the official servers (Dioscoro and Eduardo). So after all the rants and hair pulling and nail biting, yeah we think that's what happened. As of the writing of this account, the servers are being transfered to the ICS to isolate them from the faulty network configuration. We are yet to receive an official statement from the ITC regarding what transpired today.

Hopefully, we'll have a better day tomorrow. Let's re-schedule then the online registration at 9AM tomorrow. We'll turn on the services by that time. In the meantime, we'll observe the two servers.

-Sir Rommel Bulalacao",2012-06-04T11:00:38+0000,status,NA,326350678368_10150907107188369,6,1,0
292,10153420846495900,Prince Abie,"Marami namang sunflowers sa UP di ba?

",2012-06-03T09:42:26+0000,link,http://miami.cbslocal.com/2012/05/26/miami-police-confrontation-men-leaves-1-dead-1-hurt/,326350678368_10150904170503369,12,10,0
302,10205228425224200,Bien Carmela Canlas,"This summer lang sa uplb: laughtrip sa lecture hall (pslhB). 

nagcclass kami ng physics13(lec) nang biglang may isang bata na ngbukas ng pinto ng lecture hall..namamalimos. lahat kami tinginan dun sa bata..

prof.A: hmmn. excuse me. nakakaistorbo ka na eh. seryoso yung ginagawa namin dito..

students:(tumawa lalo.)

prof.A: boy, ang kailangan lang namin ay lumabas ka..

bata: ang kailangan ko po ay barya. (poker face)

students: (tawa lang)

prof.A: wala kami mabibigay sayo, sige na, labas ka na..

bata: masarap po magpa-aircon eh.

students: (ngpipigil tumawa)

prof.A: siguro kailangan na natin tumawag ng security, or ng mga staff. (serious)

students: (nanahimik..)

prof.A: wala ba tayong telephone dito?? (ng-act na kala mo may hawak na phone, at tinapat sa tenga.seryosong seryoso. sabay sabi:) WE ARE UNDER SEIGE! may isang batang naghahasik ng lagim dito.

students: (biglang ngtawanan ng sobrang lakas..)

bata: (hndi natinag.)

Prof.A: (tumatawa na din ng nakakaloko.) ok class, 5 minute break na nga muna. (nglakad paakyat ng hall palabas.)

bata: (lumabas na din sa wakas. )

--salamat dun sa bata, napasaya nya na kami, ngka 5-minute break pa. :P",2012-06-04T04:09:10+0000,status,NA,326350678368_10150906517588369,190,9,0
322,10204667180033100,Jorge Tapia,There is a day that comes every once in a while where UP Students...,2012-06-03T23:55:32+0000,status,NA,326350678368_10150906046468369,17,11,0
332,940816999366484,Daryl King Yukit,"KASALUKUYANG, naka nganga ang mga taga-elbi sa harap ng computer

#SYSTEMONEbeKIND",2012-06-04T01:41:36+0000,status,NA,326350678368_10150906233613369,56,5,0
342,1319939701355430,TJ Caraan Tenedero,"dont be too quick to conclude, generalize, judge or whatever you want to call it. you dont know what's happening inside the university. it went fine from last night until around 8 this morning until the university's network seemed to crawl (even close to a halt). we're checking with the itc and maybe release an official statement regarding this inconvenience. some of you have been trying out systemone days before the online registration, no report on performance as slow as this was reported. we'll keep you posted. in the meantime, relax. have a coffee. eat your lunch. we'll turn off the change of matriculation services (enlist, waitlist, cancel, finalize, swap) in the meantime until we (or whoever is responsible for this and whatever you want to call this) sort the problem out. we'll give you about an hour before we turn on the services again.",2012-06-04T05:26:10+0000,status,NA,326350678368_10150906638223369,3,1,0
352,965357786834707,April Venus,"Kukuha ako ng allowance sa isang remittance center nang maiwan ko ang ID ko dahil sa sobrang kasabawan.

Kuya: Miss, ID niyo po.
Me: (inabot si form 5)
Kuya: Miss ano 'to?

Nakalimutan ko, sa UP at Landbank ko lang nga pala ginagamit form 5 ko.",2012-06-04T04:24:21+0000,status,NA,326350678368_10150906544528369,36,2,0
362,965357786834707,April Venus,"Nabasa ko sa Tumblr

Systemone Decaf: DECAFwedeng pumasok.
#share",2012-06-04T03:00:35+0000,status,NA,326350678368_10150906378743369,78,5,0
382,10209304887246100,Katashiro Thornhecate-Sangreal,"Been reading back posts and comments and threads and discussions for a few hours now at isa lang ang masasabi ko: 
kawawa naman si popcorn, laging naga-grab. di ba pwedeng BoyBawang na lang?",2012-06-04T03:26:21+0000,status,NA,326350678368_10150906440318369,10,0,0
392,1181334475219610,Rejinel Valencia,Ang tagal ng systemone. Sumayaw na lang tayo,2012-06-04T03:19:35+0000,photo,https://www.facebook.com/photo.php?fbid=461248333894902&set=gm.10150906413253369&type=3,326350678368_10150906413253369,36,1,0
401,1181334475219610,Rejinel Valencia,Kailangan daw ng waiver para mabuksan ang Systemone Account.,2012-06-04T02:14:41+0000,photo,https://www.facebook.com/photo.php?fbid=461216627231406&set=gm.10150906296238369&type=3,326350678368_10150906296238369,63,7,0
422,1131579440193770,Charmaine Bianca Fornasdoro Esclanda,"habang sakay ako ng jeep (Los Banos to San Pablo) narinig ko 'to 

manong: Pare! alam mo ba ang lambot ng buhok ko? dina-DOWNY ko yan.

natawa talaga ako dito. :)",2012-06-01T13:07:32+0000,status,NA,326350678368_10150899609053369,136,11,0
432,925833970864272,Ron Jason,"PH is WORLD'S BEST country in business english.
(from a London-based newspaper this May 2012)",2012-06-04T01:55:15+0000,photo,https://www.facebook.com/pinoyradioonline/photos/a.264190480280602.69002.260546060645044/423287811037534/?type=3,326350678368_10150906260268369,7,0,0
442,10208348776094000,Sarah Antoinette Natividad,"I know this is old na, pero nangyari talaga sakin 'to eh. First sem last year.

Prof: You may get your exams next Tuesday from my pigeon hole. Then you may approach me for correctionsblablabla.
Katabi kong freshie: Ate, saan po ba dito yung Pigeon Hall? o___O
Ako: ...

Facepalm.",2012-06-02T10:34:17+0000,status,NA,326350678368_10150901720353369,136,9,0
462,1282004608480050,Seph Hona,Yung feeling na online enlistment na namin bukas. Real life hunger games. :O,2012-06-03T11:30:26+0000,status,NA,326350678368_10150904341838369,52,16,0
472,1278189305541810,Jonjon R. Salamanca,"""si Oble ang art na di nakakasawa..."" -Vice Ganda
lol",2012-06-03T14:23:55+0000,status,NA,326350678368_10150904654148369,80,1,0
492,1144977515514680,Le Julius,"Habang nakasakay sa bus, may mga Louisian sa likod ko...
 

L1: Ang liberated talaga ng mga UP no?
L2: Bakit naman?
L1: Kasi rally sila ng rally.
L2: Ganun talaga sila. May friend akong tga-UP buti pa  sila 4 days lang ang pasok, eh ano kaya napag-aaralan nila dun?

dumating si manong konduktor, nagbayad ako sabay abot nung ID ko para may discount.  

*BIGLA  SILANG NANAHIMIK* 

tawa nalang kami nung katabi ko :D",2012-05-31T10:26:31+0000,status,NA,326350678368_10150897108328369,178,2,0
502,1238012026212160,Jeffrey Francisco,"For those na naguguluhan sa Bracket B Certification shizz:

2011-12: Bracket B Certification form, ITR of parents/Affidavit of Unemployment (if applicable), and vicinity map of house

2007-10: Bracket B Certification form at vicinity map lang

HINDI NA KAILANGAN IPANOTARYO 'YUNG BRACKET B FORM.

SPREAD THE WORD.

From us,
the STFAP RAs :)",2012-06-01T13:08:37+0000,status,NA,326350678368_10150899610318369,13,27,0
542,10208368181700600,Julienne Dadivas,Lapit nanaman magstart ang classes! Palike ng panget pero colorful na komix na 'to para makatulong sa kapwa. Hahaha. Yay! :D,2012-06-03T02:24:47+0000,photo,https://www.facebook.com/jansportphils/photos/a.10150961113777497.447932.148893062496/10150961114527497/?type=3,326350678368_10150903533833369,13,2,0
551,1057802304281050,Amor A. Landicho,"Although tomatoes are botanically a fruit, the U.S. Supreme Court ruled in 1893 that it is legally a vegetable.

- nabasa ko lang sa twitter. HAHA",2012-06-01T03:28:29+0000,status,NA,326350678368_10150898852543369,47,4,0
561,10153660334823100,Honey Mabalot,"Naalala ko lang dahil nabanggit un 'Biguerlai' (?) kanina sa bahay ng friend namin...

Minsan sa Mcdo, ksama ang mga kapwa UP students+alumni, pinag-uusapan ang mga methods of losing weight.

Non-verbatim

Friend: Ako, nagtake ng Biguelai dati, parang wala namang nangyari.
Me: (dahil ignorante kun ano un) ha? Ano ulit?
Friend: Biguerlai. Parang tea sya.
Me: Bigger lie? As in 'mas makaking kasinungalingan?'

Aun, napagtawanan tuloy ako, hehe",2012-06-02T19:33:12+0000,status,NA,326350678368_10150902815763369,28,0,0
582,10207397226383000,Fort Epoy,"small talk sa office while making reports..
officemate: 'ano yung kinuha mo na PE nung college?'
ako: 'ballroom dancing'
'hindi nga?!'
'oo nga, kaya lang naman ako nagpa-enlist dun kasi maganda yung nasa unahan ko na nagpa-enlist din' Ü",2012-06-01T15:18:08+0000,status,NA,326350678368_10150899837443369,45,3,0
613,10207836658947900,Crisanta Joy De Vera,"Epekto ng malapit na ang pasukan ba ito?

(Through text)
Ako: Uyyyy! Anong GWA mo? :) 
Friend: Eto, nakaupo lang. Ikaw?
Ako: >_<

* Mali yata tanong ko, dapat ""ilan"". :)))))",2012-05-31T13:07:23+0000,status,NA,326350678368_10150897340928369,186,6,1
642,1381711668513000,Nico Plantado,"How should we react about this? UP's missing in the list. O.o

http://www.topuniversities.com/university-rankings/asian-university-rankings/2012?",2012-06-01T16:30:53+0000,link,http://www.topuniversities.com/university-rankings/asian-university-rankings/2012,326350678368_10150899978658369,0,7,0
652,1181334475219610,Rejinel Valencia,"Wala na 'yung UP sa QS Asian University Rankings. UST, ATENEO AT LA SALLE lang. Ano kaya naging basehan nila?",2012-06-02T00:10:58+0000,status,NA,326350678368_10150900805093369,0,19,0
662,10208548054156600,Iyen Sanchez Magallanes-Tolentino,Anak ng tipaklong. Bakit yung mga lumang posts ay binabalik? Wala bang bago? XD,2012-05-31T16:16:11+0000,status,NA,326350678368_10150897702078369,16,15,0
672,10207655965889900,Noel Manao,"Bakit parang gigil ang ilang estudyante ng Unibersidad ng Santo Tomas sa'ting mga taga-UP? Inano ba sila? Sa pagkakaalam ko naging mabait ako sa kanila, kaya 'wag na 'wag lang talaga...

Magandang umaga sa lahat. :)",2012-06-01T16:39:16+0000,status,NA,326350678368_10150899997218369,28,13,0
682,10206381051105000,JM Madlangsakay,"Friend: Ano ba yung lyrics ng Because of You ni Kelly Clarkson? Because of you, I learned how to play with the SAME SEX so I don't get hurt.
Ako: Huh? o.O

May point nga naman sya.",2012-06-01T07:34:43+0000,status,NA,326350678368_10150899177093369,88,5,0
752,10207638419713000,Linnaeus Ferdausi G. Cerna,anong wildest dream nyo nung bata pa kayo? tuloy2 lang ang comment =)),2012-05-18T14:26:02+0000,status,NA,326350678368_10150865951383369,9,207,0
762,10207944333139000,Mikey Domz,"""Ayon sa OSSS, ang mga estudyanteng may student number na 2011 pataas na hindi magagawang makapagsumite ng mga rekisitos sa takdang panahon ay ilalagay sa Bracket A. Sa simpleng lohika, makikita natin na ang pagkaawtomatikong katangian na dati’y nasa Bracket B ay ngayo’y nailipat na sa Bracket A. Sa ganitong kadahilanan, masasabi natin, kahit itanggi pa ng administrasyon, na pumapatak na Bracket A na ang 'default bracket.'""",2012-06-01T13:15:36+0000,link,http://walangpanahon.wordpress.com/2012/05/31/balatkayong-pagtaas-ang-bracket-b-certification-at-ang-katotohanan-hinggil-sa-base-tuition/,326350678368_10150899619518369,6,4,0
782,10204834810784600,Eissyd Perez,"Napost ko na 'to before pero nawala siya.

Jeep papuntang Forestry (UPLB). May 2 foreigner at isang nag-aala-tourist guide.
Tinanong ng babaeng foreigner yung tourist guide about sa statue ni Maria Makiling.

(non-verbatim)

F: What is that? (pointing sa statue)
(hindi sigurado si tourist guide sa isasagot kaya nagtanong muna siya estudyanteng nakasakay din sa jeep)
T: Oh! Her name is Maria Makiling. She's the fairy that protects the forest.
F: Ah!
(after few seconds, may dinagdag pa si kuya..)

T: And she's the daughter of Mr. and Mrs. Makiling.

Lahat kami sa jeep napangiti na lang. :)",2012-05-30T11:35:12+0000,status,NA,326350678368_10150894684588369,210,7,0
792,1143001615724430,Shannen Faye Arevalo,"See that cloud? It's like the giant halo of Mt. Makiling. :)

[Circa 2010]",2012-06-01T10:31:20+0000,photo,https://www.facebook.com/photo.php?fbid=435308676493731&set=gm.10150899399008369&type=3,326350678368_10150899399008369,185,1,0
832,10204590564798700,Meryll Carmeline Cid,"'Yung tipong DORMER ka na nga, ikaw pa ung nagkakasakit at homesick :(",2012-06-01T08:41:03+0000,status,NA,326350678368_10150899252483369,2,0,0
842,1094812040540810,Justine Willauer,"....
nagsisibalikan ang mga old pics...
may pinaparating ata...
let's look for a sign..

hehe.",2012-06-01T08:32:51+0000,status,NA,326350678368_10150899242898369,7,0,0
932,1290716327611220,EJ Alonzo Dela Cruz,"Nung 1st sem, meron akong PE na Taekwondo. No choice ako noon dahil walang mag-fit sa sched ko kundi 'yon lang. Nagkataong ang ka-sparring ko ay ang kakwarto so sa boarding house. Nung isang sparring session namin, pinasuot kami ng protective gears. Parang walang epekto ang protective gears na sinuot ko noon dahil yung ka-sparring ko, sobrang lakas makasipa. Nagmamakaawa na akong hinaan naman nya pero hindi pa rin humina. Anim na beses akong nasikmuraan noon, at sa ikaanim, bumigay na ako't bumagsak sa sahig at idinadaing ang sakit. Ayoko na talagang kumuha ng PE class na masyadong pisikal.",2012-05-31T07:34:36+0000,status,NA,326350678368_10150896857578369,46,32,0
952,1164251376920960,Muraki Koike,newcomer here. :D any tips po para sa first day of school ng mga freshmen? :)),2012-05-21T05:06:19+0000,status,NA,326350678368_10150872843898369,20,79,0
961,1029784880394150,Jarred Santos,Can anyone confirm this? :/,2012-06-01T03:03:37+0000,status,NA,326350678368_10150898817698369,0,1,0
971,10208377909022600,Erika Coloma,NA,2012-05-30T14:55:19+0000,status,NA,326350678368_10150895017443369,13,3,0
982,10153536066216600,Eliza Verzosa,"Wala pang trending na #TipsforUPFreshies sa Twitter! Sugod, mga kapatid!",2012-05-31T18:43:23+0000,status,NA,326350678368_10150897990273369,0,3,0
1002,1181334475219610,Rejinel Valencia,Hardest Question: Paano ka pumasa ng UPCAT?,2012-05-20T14:35:16+0000,status,NA,326350678368_10150871052663369,22,155,0
1101,10154020630943100,Mabel Ogoshi,http://www.facebook.com/notes/buklod-cssp/on-the-july-6-2012-incident-of-fraternity-related-violence/10151090061589224,2012-07-06T20:36:11+0000,note,https://www.facebook.com/notes/buklod-cssp/on-the-july-6-2012-incident-of-fraternity-related-violence/10151090061589224,326350678368_10150975690238369,1,4,0
214,10201396658953800,Dandy Galfo Jr.,"Wala pang Hell Week pero bangag na agad.

Nagbabasa ng news feed sa FB.

Me: Ayy. 105 years old na si Frida Kahlo?
Roommate: Ah, si Frida Kahlo.
Me: Yung asawa ni Paulo? Paulo Kahlo? :)
R: Huh?! O.o
Me: Ayyy. Coehlo, Paulo Coelho pala yun. :)))

tawanan na lang kami. hahaa. XD",2012-07-07T11:52:21+0000,status,NA,326350678368_10150977261498369,45,8,0
313,1099439610074340,Guien Garma,"Sa pinaggitnaan ng Vet-Med at Men's Dorms, UPLB. Kani-kanila lang nangyari.

Yung mga nakatira sa Men's, nagmi-mini concert. Tapos may mga dumaang naglalakad.

MGA NAGLALAKAD: Wow, ang galing!

Tapos, biglang may sinabi yung mga naglalakad. Di ko nga lang masyadong nakuha kung ano ang sinabi, pero ito ang reply ng mga nasa Men's.

MGA NASA MEN'S: SANA MADAPA KAYO! Nakikipakinig na nga lang kayo, hindi niyo man lang i-appreciate.",2012-07-06T14:48:57+0000,status,NA,326350678368_10150975143288369,27,9,0
413,849345825175041,Liam Nigel Gonzales,Hay palibhasa thesis na lang... la na kong pakielam sa hell week. Kelan nga ba yon? heheh =),2012-07-03T07:52:52+0000,status,NA,326350678368_10150967916298369,13,19,0
